"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	124	6646144	1.9
	"Massachusetts"	"25"	"2012"	"2012"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	73	6646144	1.1
	"Massachusetts"	"25"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	10	6692824	Unreliable
	"Massachusetts"	"25"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	16	6692824	Unreliable
	"Massachusetts"	"25"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	86	6692824	1.3
	"Massachusetts"	"25"	"2013"	"2013"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	83	6692824	1.2
	"Massachusetts"	"25"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	15	6745408	Unreliable
	"Massachusetts"	"25"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	20	6745408	0.3
	"Massachusetts"	"25"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	95	6745408	1.4
	"Massachusetts"	"25"	"2014"	"2014"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	89	6745408	1.3
	"Massachusetts"	"25"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	15	6794422	Unreliable
	"Massachusetts"	"25"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	97	6794422	1.4
	"Massachusetts"	"25"	"2015"	"2015"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	86	6794422	1.3
	"Massachusetts"	"25"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	11	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	14	6811779	Unreliable
	"Massachusetts"	"25"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	115	6811779	1.7
	"Massachusetts"	"25"	"2016"	"2016"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	88	6811779	1.3
	"Michigan"	"26"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	24	9897116	0.2
	"Michigan"	"26"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	124	9897116	1.3
	"Michigan"	"26"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	394	9897116	4.0
	"Michigan"	"26"	"1999"	"1999"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	9897116	0.3
	"Michigan"	"26"	"1999"	"1999"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	483	9897116	4.9
	"Michigan"	"26"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	17	9938444	Unreliable
	"Michigan"	"26"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	120	9938444	1.2
	"Michigan"	"26"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	394	9938444	4.0
	"Michigan"	"26"	"2000"	"2000"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	9938444	0.3
	"Michigan"	"26"	"2000"	"2000"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	468	9938444	4.7
	"Michigan"	"26"	"2001"	"2001"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	10	9991120	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	20	9991120	0.2
	"Michigan"	"26"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	104	9991120	1.0
	"Michigan"	"26"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	418	9991120	4.2
	"Michigan"	"26"	"2001"	"2001"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	32	9991120	0.3
	"Michigan"	"26"	"2001"	"2001"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	459	9991120	4.6
	"Michigan"	"26"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	19	10015710	Unreliable
	"Michigan"	"26"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	126	10015710	1.3
	"Michigan"	"26"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	433	10015710	4.3
	"Michigan"	"26"	"2002"	"2002"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	10015710	0.3
	"Michigan"	"26"	"2002"	"2002"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	458	10015710	4.6
	"Michigan"	"26"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	27	10041152	0.3
	"Michigan"	"26"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	111	10041152	1.1
	"Michigan"	"26"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	385	10041152	3.8
	"Michigan"	"26"	"2003"	"2003"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	10041152	0.3
	"Michigan"	"26"	"2003"	"2003"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	444	10041152	4.4
	"Michigan"	"26"	"2004"	"2004"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	12	10055315	Unreliable
	"Michigan"	"26"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	31	10055315	0.3
	"Michigan"	"26"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	136	10055315	1.4
	"Michigan"	"26"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	365	10055315	3.6
	"Michigan"	"26"	"2004"	"2004"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	10055315	0.3
	"Michigan"	"26"	"2004"	"2004"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	455	10055315	4.5
	"Michigan"	"26"	"2005"	"2005"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	10	10051137	Unreliable
	"Michigan"	"26"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	44	10051137	0.4
	"Michigan"	"26"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	138	10051137	1.4
	"Michigan"	"26"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	372	10051137	3.7
	"Michigan"	"26"	"2005"	"2005"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	10051137	0.3
	"Michigan"	"26"	"2005"	"2005"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	452	10051137	4.5
	"Michigan"	"26"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	74	10036081	0.7
	"Michigan"	"26"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	134	10036081	1.3
	"Michigan"	"26"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	390	10036081	3.9
	"Michigan"	"26"	"2006"	"2006"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	38	10036081	0.4
	"Michigan"	"26"	"2006"	"2006"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	491	10036081	4.9
	"Michigan"	"26"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	61	10001284	0.6
	"Michigan"	"26"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	143	10001284	1.4
	"Michigan"	"26"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	354	10001284	3.5
	"Michigan"	"26"	"2007"	"2007"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	10001284	0.3
	"Michigan"	"26"	"2007"	"2007"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	473	10001284	4.7
	"Michigan"	"26"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	74	9946889	0.7
	"Michigan"	"26"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	134	9946889	1.3
	"Michigan"	"26"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	362	9946889	3.6
	"Michigan"	"26"	"2008"	"2008"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	12	9946889	Unreliable
	"Michigan"	"26"	"2008"	"2008"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	21	9946889	0.2
	"Michigan"	"26"	"2008"	"2008"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	456	9946889	4.6
	"Michigan"	"26"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	76	9901591	0.8
	"Michigan"	"26"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	133	9901591	1.3
	"Michigan"	"26"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	366	9901591	3.7
	"Michigan"	"26"	"2009"	"2009"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	12	9901591	Unreliable
	"Michigan"	"26"	"2009"	"2009"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	9901591	0.3
	"Michigan"	"26"	"2009"	"2009"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	457	9901591	4.6
	"Michigan"	"26"	"2010"	"2010"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	15	9883640	Unreliable
	"Michigan"	"26"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	73	9883640	0.7
	"Michigan"	"26"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	125	9883640	1.3
	"Michigan"	"26"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	403	9883640	4.1
	"Michigan"	"26"	"2010"	"2010"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	23	9883640	0.2
	"Michigan"	"26"	"2010"	"2010"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	409	9883640	4.1
	"Michigan"	"26"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	92	9876187	0.9
	"Michigan"	"26"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	135	9876187	1.4
	"Michigan"	"26"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	392	9876187	4.0
	"Michigan"	"26"	"2011"	"2011"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	20	9876187	0.2
	"Michigan"	"26"	"2011"	"2011"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	487	9876187	4.9
	"Michigan"	"26"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	84	9883360	0.8
	"Michigan"	"26"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	137	9883360	1.4
	"Michigan"	"26"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	402	9883360	4.1
	"Michigan"	"26"	"2012"	"2012"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	23	9883360	0.2
	"Michigan"	"26"	"2012"	"2012"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	555	9883360	5.6
	"Michigan"	"26"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	95	9895622	1.0
	"Michigan"	"26"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	128	9895622	1.3
	"Michigan"	"26"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	451	9895622	4.6
	"Michigan"	"26"	"2013"	"2013"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	21	9895622	0.2
	"Michigan"	"26"	"2013"	"2013"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	467	9895622	4.7
	"Michigan"	"26"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	76	9909877	0.8
	"Michigan"	"26"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	150	9909877	1.5
	"Michigan"	"26"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	445	9909877	4.5
	"Michigan"	"26"	"2014"	"2014"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	398	9909877	4.0
	"Michigan"	"26"	"2015"	"2015"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	13	9922576	Unreliable
	"Michigan"	"26"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	81	9922576	0.8
	"Michigan"	"26"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	119	9922576	1.2
	"Michigan"	"26"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	492	9922576	5.0
	"Michigan"	"26"	"2015"	"2015"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	11	9922576	Unreliable
	"Michigan"	"26"	"2015"	"2015"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	420	9922576	4.2
	"Michigan"	"26"	"2016"	"2016"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	11	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	79	9928300	0.8
	"Michigan"	"26"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	126	9928300	1.3
	"Michigan"	"26"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	512	9928300	5.2
	"Michigan"	"26"	"2016"	"2016"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	15	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	460	9928300	4.6
	"Minnesota"	"27"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	19	4873481	Unreliable
	"Minnesota"	"27"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	48	4873481	1.0
	"Minnesota"	"27"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	161	4873481	3.3
	"Minnesota"	"27"	"1999"	"1999"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	51	4873481	1.0
	"Minnesota"	"27"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	12	4919479	Unreliable
	"Minnesota"	"27"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	50	4919479	1.0
	"Minnesota"	"27"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	161	4919479	3.3
	"Minnesota"	"27"	"2000"	"2000"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	69	4919479	1.4
	"Minnesota"	"27"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	23	4982796	0.5
	"Minnesota"	"27"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	44	4982796	0.9
	"Minnesota"	"27"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	175	4982796	3.5
	"Minnesota"	"27"	"2001"	"2001"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	63	4982796	1.3
	"Minnesota"	"27"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	31	5018935	0.6
	"Minnesota"	"27"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	54	5018935	1.1
	"Minnesota"	"27"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	153	5018935	3.0
	"Minnesota"	"27"	"2002"	"2002"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	50	5018935	1.0
	"Minnesota"	"27"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	16	5053572	Unreliable
	"Minnesota"	"27"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	55	5053572	1.1
	"Minnesota"	"27"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	173	5053572	3.4
	"Minnesota"	"27"	"2003"	"2003"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	73	5053572	1.4
	"Minnesota"	"27"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	41	5087713	0.8
	"Minnesota"	"27"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	81	5087713	1.6
	"Minnesota"	"27"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	146	5087713	2.9
	"Minnesota"	"27"	"2004"	"2004"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	79	5087713	1.6
	"Minnesota"	"27"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	35	5119598	0.7
	"Minnesota"	"27"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	72	5119598	1.4
	"Minnesota"	"27"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	148	5119598	2.9
	"Minnesota"	"27"	"2005"	"2005"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	78	5119598	1.5
	"Minnesota"	"27"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	25	5163555	0.5
	"Minnesota"	"27"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	80	5163555	1.5
	"Minnesota"	"27"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	138	5163555	2.7
	"Minnesota"	"27"	"2006"	"2006"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	67	5163555	1.3
	"Minnesota"	"27"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	22	5207203	0.4
	"Minnesota"	"27"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	81	5207203	1.6
	"Minnesota"	"27"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	162	5207203	3.1
	"Minnesota"	"27"	"2007"	"2007"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	63	5207203	1.2
	"Minnesota"	"27"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	52	5247018	1.0
	"Minnesota"	"27"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	97	5247018	1.8
	"Minnesota"	"27"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	140	5247018	2.7
	"Minnesota"	"27"	"2008"	"2008"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	58	5247018	1.1
	"Minnesota"	"27"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	60	5281203	1.1
	"Minnesota"	"27"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	104	5281203	2.0
	"Minnesota"	"27"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	117	5281203	2.2
	"Minnesota"	"27"	"2009"	"2009"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	36	5281203	0.7
	"Minnesota"	"27"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	58	5303925	1.1
	"Minnesota"	"27"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	91	5303925	1.7
	"Minnesota"	"27"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	131	5303925	2.5
	"Minnesota"	"27"	"2010"	"2010"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	56	5303925	1.1
	"Minnesota"	"27"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	59	5344861	1.1
	"Minnesota"	"27"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	100	5344861	1.9
	"Minnesota"	"27"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	163	5344861	3.0
	"Minnesota"	"27"	"2011"	"2011"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	53	5344861	1.0
	"Minnesota"	"27"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	73	5379139	1.4
	"Minnesota"	"27"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	85	5379139	1.6
	"Minnesota"	"27"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	152	5379139	2.8
	"Minnesota"	"27"	"2012"	"2012"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	57	5379139	1.1
	"Minnesota"	"27"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	112	5420380	2.1
	"Minnesota"	"27"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	90	5420380	1.7
	"Minnesota"	"27"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	137	5420380	2.5
	"Minnesota"	"27"	"2013"	"2013"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	67	5420380	1.2
	"Minnesota"	"27"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	86	5457173	1.6
	"Minnesota"	"27"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	84	5457173	1.5
	"Minnesota"	"27"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	138	5457173	2.5
	"Minnesota"	"27"	"2014"	"2014"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	44	5457173	0.8
	"Minnesota"	"27"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	85	5489594	1.5
	"Minnesota"	"27"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	96	5489594	1.7
	"Minnesota"	"27"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	123	5489594	2.2
	"Minnesota"	"27"	"2015"	"2015"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	84	5489594	1.5
	"Minnesota"	"27"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	104	5519952	1.9
	"Minnesota"	"27"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	83	5519952	1.5
	"Minnesota"	"27"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	145	5519952	2.6
	"Minnesota"	"27"	"2016"	"2016"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	77	5519952	1.4
	"Mississippi"	"28"	"1999"	"1999"	"Unintentional"	"1"	"Handgun discharge"	"W32"	10	2828408	Unreliable
	"Mississippi"	"28"	"1999"	"1999"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	28	2828408	1.0
	"Mississippi"	"28"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	76	2828408	2.7
	"Mississippi"	"28"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	40	2828408	1.4
	"Mississippi"	"28"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	128	2828408	4.5
	"Mississippi"	"28"	"1999"	"1999"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	76	2828408	2.7
	"Mississippi"	"28"	"1999"	"1999"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	27	2828408	1.0
	"Mississippi"	"28"	"1999"	"1999"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	111	2828408	3.9
	"Mississippi"	"28"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	77	2844658	2.7
